origin_lat,origin_lon,dest_lat,dest_lon,city_name
40.81453,-96.63096,40.81362,-96.7073,Lincoln_Nebraska_USA
36.05124,-79.90242,36.06899,-79.7947,Greensboro_North Carolina_USA
27.79224,-82.7352,27.77119,-82.63876,St Petersburg_Florida_USA
33.29695,-111.82436,33.30338,-111.84083,Chandler_Arizona_USA
40.68771,-74.09814,40.71748,-74.04385,Jersey City_New Jersey_USA
29.96742,-90.07418,29.9537,-90.07775,New Orleans_Louisiana_USA
36.85851,-76.20743,36.84682,-76.28506,Norfolk_Virginia_USA
33.57527,-111.86131,33.494,-111.92069,Scottsdale_Arizona_USA
33.53116,-86.77107,33.52068,-86.81176,Birmingham_Alabama_USA
43.08387,-89.3176,43.07295,-89.38669,Madison_Wisconsin_USA
28.51674,-81.36645,28.53823,-81.37739,Orlando_Florida_USA
30.52001,-91.12739,30.44334,-91.18699,Baton Rouge_Louisiana_USA
40.77788,-73.6368,40.79614,-73.69917,Town of North Hempstead_New York_USA
38.06862,-84.52804,38.04859,-84.50032,Lexington_Kentucky_USA
36.7956,-76.31136,36.71429,-76.24784,Chesapeake_Virginia_USA
32.98523,-96.67256,32.91427,-96.63655,Garland_Texas_USA
35.96407,-78.95988,35.99542,-78.89644,Durham_North Carolina_USA
27.52053,-99.50979,27.53092,-99.50223,Laredo_Texas_USA
32.60789,-116.98136,32.6409,-117.08428,Chula Vista_California_USA
33.54339,-101.84866,33.58451,-101.84501,Lubbock_Texas_USA
36.06716,-80.29937,36.10001,-80.24116,Winston-Salem_North Carolina_USA
39.51547,-119.80794,39.52756,-119.8135,Reno_Nevada_USA
40.66806,-73.39187,40.70494,-73.37342,Town of Babylon_New York_USA
25.84396,-80.30898,25.82698,-80.2815,Hialeah_Florida_USA
36.2319,-115.1545,36.20051,-115.11888,North Las Vegas_Nevada_USA
41.06832,-81.53153,41.08421,-81.51405,Akron_Ohio_USA
33.33776,-111.72948,33.3298,-111.78997,Gilbert_Arizona_USA
43.15687,-77.60439,43.1558,-77.61632,Rochester_New York_USA
32.36729,-86.32146,32.38015,-86.30008,Montgomery_Alabama_USA
37.70203,-121.05841,37.64138,-121.00325,Modesto_California_USA
40.88834,-73.37238,40.87448,-73.41924,Town of Huntington_New York_USA
43.59706,-116.22772,43.60761,-116.1934,Boise_Idaho_USA
37.49671,-121.92166,37.55091,-121.98217,Fremont_California_USA
33.67181,-117.76963,33.6873,-117.82591,Irvine_California_USA
47.72608,-117.45112,47.65726,-117.41228,Spokane_Washington_USA
37.50547,-77.51146,37.5407,-77.43365,Richmond_Virginia_USA
32.4484,-93.71212,32.51487,-93.74689,Shreveport_Louisiana_USA
32.85599,-96.91615,32.81351,-96.9555,Irving_Texas_USA
34.0682,-117.2437,34.10524,-117.29412,San Bernardino_California_USA
40.91933,-73.90026,40.93299,-73.89874,Yonkers_New York_USA
41.55918,-93.69948,41.58976,-93.61565,Des Moines_Iowa_USA
34.16043,-118.21305,34.14633,-118.24864,Glendale_California_USA
47.2554,-122.51059,47.25513,-122.44164,Tacoma_Washington_USA
42.91409,-85.57861,42.96641,-85.67118,Grand Rapids_Michigan_USA
33.65942,-117.98846,33.67889,-118.00157,Huntington Beach_California_USA
30.68974,-88.03862,30.68648,-88.05297,Mobile_Alabama_USA
33.91006,-117.22559,33.91684,-117.26113,Moreno Valley_California_USA
34.73783,-92.30087,34.7487,-92.27485,Little Rock_Arkansas_USA
32.42732,-84.94237,32.46288,-84.98757,Columbus_Georgia_USA
35.19103,-101.9377,35.20725,-101.83389,Amarillo_Texas_USA
34.16063,-119.2215,34.20034,-119.18012,Oxnard_California_USA
26.09591,-80.19907,26.12367,-80.14356,Fort Lauderdale_Florida_USA
35.92192,-84.0558,35.96068,-83.92103,Knoxville_Tennessee_USA
34.11441,-117.43585,34.10261,-117.43576,Fontana_California_USA
40.76889,-111.90826,40.76031,-111.88822,Salt Lake City_Utah_USA
37.18867,-76.55706,37.08351,-76.48061,Newport News_Virginia_USA
32.33359,-90.1587,32.29869,-90.18049,Jackson_Mississippi_USA
33.43516,-111.94201,33.42551,-111.93724,Tempe_Arizona_USA
42.28502,-71.80221,42.26341,-71.80219,Worcester_Massachusetts_USA
25.97005,-97.52362,25.90209,-97.49924,Brownsville_Texas_USA
41.85205,-71.40972,41.82387,-71.41199,Providence_Rhode Island_USA
35.11094,-78.87354,35.05534,-78.87727,Fayetteville_North Carolina_USA
34.72566,-86.59703,34.72929,-86.5851,Huntsville_Alabama_USA
34.07748,-117.59032,34.06457,-117.6481,Ontario_California_USA
41.76552,-88.31146,41.75707,-88.31606,Aurora_Illinois_USA
34.09313,-117.59349,34.10262,-117.57385,Rancho Cucamonga_California_USA
34.39592,-118.55515,34.41387,-118.55121,Santa Clarita_California_USA
35.04426,-85.16188,35.04672,-85.30947,Chattanooga_Tennessee_USA
38.91363,-94.71997,38.9858,-94.67161,Overland Park_Kansas_USA
30.47077,-84.28948,30.43977,-84.28065,Tallahassee_Florida_USA
33.24934,-117.26508,33.19715,-117.38058,Oceanside_California_USA
33.78235,-117.95767,33.77607,-117.93616,Garden Grove_California_USA
45.6467,-122.61682,45.63221,-122.67156,Vancouver_Washington_USA
32.75024,-97.0213,32.7477,-97.0072,Grand Prairie_Texas_USA
26.65288,-81.97414,26.62982,-81.95694,Cape Coral_Florida_USA
39.60647,-84.12556,39.62392,-84.18875,Washington Twp_Ohio_USA
42.28386,-89.0283,42.2669,-89.07806,Rockford_Illinois_USA
39.76353,-84.22314,39.7592,-84.19381,Dayton_Ohio_USA
37.15749,-93.22525,37.20897,-93.29156,Springfield_Missouri_USA
38.44105,-122.72612,38.4379,-122.71244,Santa Rosa_California_USA
34.02264,-117.77089,34.05486,-117.75003,Pomona_California_USA
44.88297,-123.03575,44.93326,-123.04381,Salem_Oregon_USA
43.51127,-96.631,43.54577,-96.73128,Sioux Falls_South Dakota_USA
27.36541,-80.35024,27.27418,-80.36331,Port St Lucie_Florida_USA
33.89692,-117.54831,33.87852,-117.57494,Corona_California_USA
42.10825,-72.59961,42.10125,-72.58929,Springfield_Massachusetts_USA
44.06679,-123.10381,44.04992,-123.08854,Eugene_Oregon_USA
26.00878,-80.21698,26.00811,-80.28011,Pembroke Pines_Florida_USA
33.72468,-112.27952,33.57731,-112.2409,Peoria_Arizona_USA
40.90428,-74.13808,40.91661,-74.17164,Paterson_New Jersey_USA
29.69039,-95.21026,29.69084,-95.1957,Pasadena_Texas_USA
37.03594,-76.38272,37.02779,-76.34512,Hampton_Virginia_USA
41.5115,-88.0947,41.52493,-88.08459,Joliet_Illinois_USA
34.69494,-118.18676,34.6989,-118.14478,Lancaster_California_USA
36.7153,-121.66006,36.67088,-121.65482,Salinas_California_USA
34.13619,-118.15118,34.14745,-118.14427,Pasadena_California_USA
41.78146,-88.22528,41.77083,-88.15302,Naperville_Illinois_USA
26.02376,-80.23236,26.01041,-80.16008,Hollywood_Florida_USA
39.11677,-94.75663,39.11352,-94.62682,Kansas City_Kansas_USA
33.83695,-118.31326,33.83705,-118.34312,Torrance_California_USA
37.60789,-122.04979,37.67134,-122.08554,Hayward_California_USA
34.55538,-118.03073,34.57923,-118.11657,Palmdale_California_USA
39.72676,-105.12866,39.71092,-105.08207,Lakewood_Colorado_USA
38.80268,-77.06462,38.8046,-77.04341,Alexandria_Virginia_USA
42.99603,-76.15273,43.05028,-76.14738,Syracuse_New York_USA
41.22186,-73.1789,41.18188,-73.19127,Bridgeport_Connecticut_USA
33.14258,-117.10485,33.12316,-117.08217,Escondido_California_USA
33.78888,-117.81727,33.78787,-117.85071,Orange_California_USA
42.4545,-83.03755,42.51111,-83.02852,Warren_Michigan_USA
40.58513,-105.12019,40.58147,-105.07626,Fort Collins_Colorado_USA
33.88151,-117.9209,33.87033,-117.92896,Fullerton_California_USA
32.76655,-96.5992,32.78339,-96.60208,Mesquite_Texas_USA
38.39327,-121.44276,38.40902,-121.36514,Elk Grove_California_USA
37.3839,-122.05298,37.37172,-122.038,Sunnyvale_California_USA
31.98313,-81.17219,32.08091,-81.09119,Savannah_Georgia_USA
42.57621,-83.02994,42.5934,-83.01356,Sterling Heights_Michigan_USA
26.17033,-98.23057,26.20742,-98.22936,McAllen_Texas_USA
26.30502,-80.28032,26.27249,-80.25331,Coral Springs_Florida_USA
41.11486,-74.09969,41.13152,-74.067,Town of Ramapo_New York_USA
41.98714,-91.65601,41.97634,-91.67376,Cedar Rapids_Iowa_USA
40.63926,-74.2076,40.66381,-74.21144,Elizabeth_New Jersey_USA
34.03891,-81.01341,33.99882,-81.04537,Columbia_South Carolina_USA
41.78454,-72.70419,41.76349,-72.67402,Hartford_Connecticut_USA
41.27068,-72.88995,41.30762,-72.92462,New Haven_Connecticut_USA
32.97353,-96.92058,32.97555,-96.89023,Carrollton_Texas_USA
34.20781,-118.88082,34.1757,-118.84809,Thousand Oaks_California_USA
39.03698,-95.62304,39.04928,-95.67118,Topeka_Kansas_USA
40.69552,-111.99144,40.69421,-111.95789,West Valley City_Utah_USA
42.98234,-78.82155,43.01888,-78.78276,Town of Amherst_New York_USA
34.0732,-118.03009,34.07114,-118.03105,El Monte_California_USA
31.5472,-97.12384,31.57182,-97.1495,Waco_Texas_USA
35.76433,-78.74468,35.78975,-78.78116,Cary_North Carolina_USA
47.54215,-122.19033,47.61002,-122.18785,Bellevue_Washington_USA
37.95633,-121.96893,37.98165,-122.02583,Concord_California_USA
34.27228,-118.77879,34.28946,-118.71766,Simi Valley_California_USA
36.60902,-87.38742,36.53121,-87.35992,Clarksville_Tennessee_USA
36.32472,-119.31529,36.33377,-119.29291,Visalia_California_USA
41.1245,-73.60665,41.05182,-73.54223,Stamford_Connecticut_USA
38.88712,-94.85245,38.88353,-94.81887,Olathe_Kansas_USA
40.8855,-73.15289,40.85521,-73.19839,Town of Smithtown_New York_USA
40.24981,-111.70893,40.2337,-111.6685,Provo_Utah_USA
39.71307,-89.58635,39.80105,-89.6436,Springfield_Illinois_USA
37.97279,-87.50145,37.97708,-87.56405,Evansville_Indiana_USA
32.41264,-99.70635,32.44917,-99.74142,Abilene_Texas_USA
33.20747,-96.67962,33.19895,-96.615,McKinney_Texas_USA
38.10288,-122.21148,38.10095,-122.25495,Vallejo_California_USA
33.19154,-97.14013,33.21659,-97.13162,Denton_Texas_USA
42.28539,-83.73503,42.2821,-83.74847,Ann Arbor_Michigan_USA
42.71905,-84.52228,42.73194,-84.55225,Lansing_Michigan_USA
42.98261,-83.67809,43.01144,-83.68679,Flint_Michigan_USA
29.65422,-82.41363,29.65195,-82.32278,Gainesville_Florida_USA
40.76285,-89.61205,40.69236,-89.58799,Peoria_Illinois_USA
30.19309,-91.99549,30.22032,-92.01705,Lafayette_Louisiana_USA
33.9695,-118.36978,33.96178,-118.35674,Inglewood_California_USA
31.01677,-97.75342,31.11689,-97.72737,Killeen_Texas_USA
39.92057,-104.92898,39.86948,-104.98541,Thornton_Colorado_USA
39.08816,-94.39019,39.09324,-94.41563,Independence_Missouri_USA
32.73246,-79.93291,32.78115,-79.9316,Charleston_South Carolina_USA
37.33706,-121.9982,37.35579,-121.95509,Santa Clara_California_USA
30.00211,-94.18433,30.08615,-94.10135,Beaumont_Texas_USA
33.64047,-117.92088,33.66389,-117.90237,Costa Mesa_California_USA
42.95513,-71.43017,42.99117,-71.46309,Manchester_New Hampshire_USA
38.7684,-121.26894,38.74897,-121.28403,Roseville_California_USA
25.99334,-80.25234,25.98205,-80.22052,Miramar_Florida_USA
33.96322,-118.11229,33.94041,-118.12794,Downey_California_USA
34.52863,-117.33537,34.51061,-117.32364,Victorville_California_USA
41.55367,-73.08281,41.55407,-73.04617,Waterbury_Connecticut_USA
40.61753,-75.4639,40.60263,-75.47027,Allentown_Pennsylvania_USA
35.2044,-97.41438,35.22076,-97.4466,Norman_Oklahoma_USA
28.01347,-82.73196,27.96558,-82.79975,Clearwater_Florida_USA
34.07076,-117.92491,34.07214,-117.93807,West Covina_California_USA
39.80373,-105.07535,39.80203,-105.08784,Arvada_Colorado_USA
39.84903,-105.05105,39.86347,-105.04887,Westminster_Colorado_USA
42.0584,-88.28952,42.03956,-88.28324,Elgin_Illinois_USA
41.65438,-86.22565,41.67907,-86.25405,South Bend_Indiana_USA
38.23058,-122.06627,38.24923,-122.04388,Fairfield_California_USA
31.92559,-102.21022,32.00002,-102.07446,Midland_Texas_USA
38.32399,-104.62278,38.26386,-104.61237,Pueblo_Colorado_USA
33.89491,-118.08252,33.91681,-118.07252,Norwalk_California_USA
42.1399,-80.07099,42.12982,-80.0855,Erie_Pennsylvania_USA
42.644,-71.37513,42.64588,-71.31284,Lowell_Massachusetts_USA
34.20104,-118.36401,34.18193,-118.30765,Burbank_California_USA
34.26307,-119.22884,34.28082,-119.29232,Ventura_California_USA
26.27285,-80.13355,26.23145,-80.12522,Pompano Beach_Florida_USA
40.62167,-111.97779,40.6074,-111.93876,West Jordan_Utah_USA
36.82925,-76.30885,36.83273,-76.29771,Portsmouth_Virginia_USA
45.80495,-108.68174,45.78397,-108.50579,Billings_Montana_USA
33.89789,-98.55743,33.9083,-98.50099,Wichita Falls_Texas_USA
37.94128,-122.37465,37.93781,-122.34271,Richmond_California_USA
42.36032,-71.0839,42.36679,-71.10601,Cambridge_Massachusetts_USA
37.86274,-122.24677,37.86988,-122.27054,Berkeley_California_USA
37.6755,-122.47307,37.69109,-122.47279,Daly City_California_USA
44.48438,-87.90749,44.513,-88.01001,Green Bay_Wisconsin_USA
35.92258,-80.01332,35.95536,-80.0052,High Point_North Carolina_USA
27.93423,-80.63465,27.99954,-80.67263,Palm Bay_Florida_USA
